Job Id,Job Title,Job Link,Company Name,Location,Connection Info,Extracted Text
3840115282,Full Stack Engineer,https://www.linkedin.com/jobs/view/3840115282/?eBP=CwEAAAGOFEc4N_FaOiBYsQr3xeNRtK6WYGey4pjSKPjngqVJo7lFhKJifW1ibKvYTmd0rMMIkjWRuemfzPd-nm6yiHg-30K08UJV3S5VuMHebPemnr99Om4KF-j7MDIX3P3UOfuK7mBwcerPHWyPQKsB6aDLtNXz01X37LKWCvkH0fbdnGbWslVyW9aiN0pbZ__KunfFPShfWtj9SOHJpNFUPauWxmodRlLtCB0joGlU6g28A3_WVncNxyDWolA3Q-jNCgJfkWh757xzIkKOyf8fR5prgxHutCucuKWmgJXA4_og-BLhs3-HqcM1MYlaQ2k-wDWFyYL9n5NoTHA3l_ka7RfuD6o7UUiH_QFMPAeKJx9FZ_YbJwVKi-UHP5vUbfbrUYC0hNXTXx4BNxKl1wvVoDVIFTvNQg&refId=FGC1Ft%2BzW8sXceeCf9lEyg%3D%3D&trackingId=s0eMUsM7fx%2FftGUZnQIxoA%3D%3D&trk=flagship3_search_srp_jobs,Xebia,"Gurugram, Haryana, India (Hybrid)",1 connection works here,"About the job
Job Title: Senior Full Stack Developer
Exp: 8-10 years
Location: Gurgaon (Hybrid)
Job Description:
We are seeking a highly skilled and experienced Senior Full Stack Developer with 8-10 years of
professional experience to join our dynamic team. The ideal candidate should have a strong
background in front-end and back-end development, with expertise in React JS, NextJS, TypeScript, and .Net Core API. The candidate should also possess excellent problem-solving skills, a passion for technology, and the ability to work in a fast-paced environment.
Responsibilities:
• Develop and maintain high-quality web applications using cutting-edge technologies.
• Collaborate with cross-functional teams to design, develop, and deploy software solutions.
• Write clean, maintainable, and efficient code adhering to coding standards and best
practices.
• Participate in code reviews, architecture discussions, and technical documentation.
• Troubleshoot and debug complex issues to ensure optimal performance and user
experience.
• Stay up-to-date with emerging technologies and industry trends.
Must Have:
• Minimum 5 years of experience in React JS.
• Minimum 2 years of experience in NextJS and TypeScript.
• Minimum 2 years of experience in .Net Core API.
Good to Have:
• Experience with Azure App Services, Azure Static Web Apps, and Azure Function App.
• Familiarity with Azure DevOps"
3843647529,Python Developer,https://www.linkedin.com/jobs/view/3843647529/?eBP=CwEAAAGOFEc4NybgbmRvSKjfFdOmG2EDpumkbTGAZb_gw4gtDpc9ZPVGpUcQjVoBy63epkqpQioXh5A_8B3g6vnY_BxtS2I-z5LLjBTsNE_eGoV0I2KPnncpaLpWc41crb2myS-kGr8wbxkqFOiBTscf43A_b53-vD5PvHlcTICViyE8o061QlPfAx7Z-ZtaZzJKFBZxxr3zJPt_aKlR7CvoVcimWqaWHwvzUPnyFKEmYKEtXvV8uqSauq5PYvsEiUy61G6xGhaWCBdervjk5UTpUwIEwoMNYsR7_jVua9sJrs_0Vyut4vlxq79_kzqh5CZfczJ5fJGT07igukGyGh2HtOFgPRxl5ijejKPcttcsXYMuSBNOIAJnQw&refId=FGC1Ft%2BzW8sXceeCf9lEyg%3D%3D&trackingId=zuWfwMMhqi0C4J6vqMJa4w%3D%3D&trk=flagship3_search_srp_jobs,Synechron,"Pune, Maharashtra, India (On-site)",2 school alumni work here,"About the job
Synechron hiring for Python developer
Skills: Python + SQL
3+ Yrs
Immediate joiner
1. Tentative Date to Join, If Selected
2. Current Location:
3. Preferred Location:
4. Current Organization:
5. Current Salary:
6. Expected Salary:
7. Reason for change:
8. Total Experience:
9. Relevant experience :
10. Official Notice Period or LWD:
11. Primary skills (Hands-on):
12. Secondary skills:"
3843661728,Full Stack Engineer,https://www.linkedin.com/jobs/view/3843661728/?eBP=CwEAAAGOFEc4NzMPl-bzIDBizxFyr7pjD1_9lRHNTP2LPrOVeY9cOTdVjLskR5bO8_69xm_ti2nijKLEJPu1Ef8uIe_CVZWetqUnWB847gKSdwq511sBC_O_nMDvGxHr9LfAlN6dtVd4uP2O4lKkWiOLHQvQcYaYb7ICuhYNRiIKrj2B47fwPTkEwHvqZEFPMS4N8tyH3xZpDRez_SruSIgfS7qlI6LkynMW7SFhKFLu9xbHSCgbWEUB28yJVXsbhkDwwSuOmOXp1GySmQIiB3ih6sfOhKiNuqM5BgwJ41v_8FVR2Pii1kQ3ZqgH4GbD2WN571r_dI7KaD_a3BGcoCidocbmfOHAwtthcseZR1iNh7VxyFuWnBU1ZroGDX5Nbkaf9w0-1pgX3hZBzbqbtimJgnX758nlnw&refId=FGC1Ft%2BzW8sXceeCf9lEyg%3D%3D&trackingId=yCrMZke%2FvkoVnn3ki70l6A%3D%3D&trk=flagship3_search_srp_jobs,Intuit,"Bengaluru, Karnataka, India (Hybrid)",Actively recruiting,"About the job
Senior Software Engineer – Full Stack
Overview:
Come join the ""QuickBooks Online Product Development team (Small Business and Self Employed Group)"" as a ""Senior Software Engineer"".
QuickBooks is the flagship accounting software from Intuit that fuels millions of small business owners and accountants across multiple countries globally. QuickBooks is truly the operating system behind small business accounting and comes in multiple flavors – QuickBooks Online, QuickBooks Desktop as well as the mobile edition. The Small Business Group provides multiple offerings of QuickBooks features such as Core Accounting, QuickBooks Commerce, Payments, Payroll, Point of Sale (POS). Built on cutting edge technologies by world class engineers based on Global Engineering Principles, the SBG product development team fosters innovation, provide the best in class experience to our small business owners, accountants and through Design for Delight, Rapid Prototyping, Fail Fast and Agile processes.
https://quickbooks.intuit.com/smallbusiness/
This position requires strong software engineering skills. If you love solving real-world challenges and making customers happy while fostering your desire to write perfect code and user experience, this is the job for you.
Along with coding, you will be responsible for working with product managers, backend developers, and designers on our agile team structure. We love product engineers who lead the charge, communicate with customers and deliver the most beautiful, intuitive application.
Responsibilities:
Gathering functional requirements, developing technical specifications and solutions.
Designing/developing web, software, mobile apps, prototypes, or proofs of concepts (POCs)
Roughly 80-90% hands-on coding.
Use your coding expertise to design and implement scalable, modular and secure services.
Resolve defects/bugs during QA testing, pre-production, production, and post-release patches
Contribute to the design and architecture of the project
Work cross-functionally with various Intuit teams: product management, various product lines, or business units to drive forward results
Act in a technical leadership capacity: Mentoring junior engineers, new team members, and applying technical expertise to challenging programming and design problems
Experience with Agile Development, SCRUM, or Extreme Programming methodologies.
Qualifications:
5+ years of experience designing and developing consumer-facing web applications as well as responsible for designing integration centric solutions with experience of modern API technologies
BS/MS in computer science or equivalent work experience.
3+ years’ experience with React and JavaScript in a single page architecture, with hands on knowledge on web technologies (Redux, React-Native) and related frameworks is a must.
Experience with HTML and CSS.
Familiarity with standard JavaScript async patterns (closures, call backs, promises, error handling
3+ years’ experience with Kotlin/Java, and webservice (creating and consuming) with ReST or GraphQL API modelling.
Experience with unit testing & Test Driven Development (TDD).
Solid knowledge of algorithms and design patterns.
Experience with Postgres, Data Lake, Kafka, & schema modelling will be a plus.
Strong understanding of Software Design, Architecture and working with large scale systems.
Knowledge of streaming frameworks, even-driven architecture is a plus
Solid foundation in writing scalable web application code following best practices of accessibility, internationalization and instrumentation.
Ability to understand and execute on paradigm of “Discover-Implement-Ship-Measure-Learn”
Solid communication skills"
3831016242,Software Engineer-Data Engineer,https://www.linkedin.com/jobs/view/3831016242/?eBP=CwEAAAGOFEc4N0kuoR2E-vt_OAjNalSdWoENC3zLy2GZrEivLP9wVlQPrxh0rjJmJ996wjzocbQ33f-UX05QDJrAoI2a_PDxAF4FcOa9c9rWe4LR_YUDRLVG3BIKyNMgvOgPshyDRFLrZ7xlAr3imSwaKcJhMugaeLlVEniVoksEZ0xIxywTspGjEoZS0L1_QFN2DRd3dvODPu1195H5MsGJ7TgJFHi9NMThb6qdrx7Lr7tPBvQ3_-4yU2PUmYNDn71W_EhEVqJKniLNGTck2LQCUmPj6vQ8g42aWQv3Hng0lYLuz2PNy9RdV09ciQ9u7kPBToXMp3PxLsj6AfJ9I0zgwl41rFSL9IjByQ-B8yOGYL29M7QznE82Px7V6hUgnuRAptLvyf__XHlq&refId=FGC1Ft%2BzW8sXceeCf9lEyg%3D%3D&trackingId=MIj%2FERb33k7i4XWg8WiLmQ%3D%3D&trk=flagship3_search_srp_jobs,Clinisys,"Bengaluru, Karnataka, India (On-site)",10 company alumni work here,"About the job
Essential Functions
Extract data from on-prem databases using appropriate tools and techniques.
Transform and clean the data to ensure its suitability for PowerBI analysis.
Build and maintain data pipelines for regular data refresh in PowerBI.
Monitor and maintain Azure Synapse pipelines for on-prem data extraction and transformation.
Collaborate with analysts to understand data requirements and model design.
Troubleshoot data pipeline issues and optimize data processing performance.
Collaborate with Business Analysts to understand data requirements and refine pipeline configurations.
Stay updated on Azure Synapse advancements and explore new data integration possibilities.
All other duties and responsibilities as assigned.
Skills Needed To Be Successful
Strong understanding of laboratory workflows and processes
Familiarity with relevant laboratory procedures and tests
Awareness of regulatory requirements and compliance standards
Required Experience & Education
Bachelor’s degree in Engineering, Computer Science or related discipline or equivalent experience
At least 3 years of experience with the following or similar:
Data Engineering and Data Management: Azure Data Lake Storage, Azure Monitor, Azure Data Factory, Azure Stream Analytics, Azure Data Catalog
Programming skills: Expertise in languages such as Python or R for data manipulation, model development, and analysis.
RDBMS design (SQL Server, T-SQL, Oracle, etc.)
Preferred Experience & Education
Knowledge of scientific data software, medical devices, or healthcare software
Supervisory Responsibilities
None"
3834846276,Python Fast API Developer,https://www.linkedin.com/jobs/view/3834846276/?eBP=CwEAAAGOFEc4N1p9mxXS-z9h0eA95eHKvqheJRE3CIntEl8c1YE46RvemAU8UU3YcjelA9mIsU8V54h8r3gfdns9Mmb1xJ9kM2Ukpdji3ZXsgCgRgO3aYagqpJ12i8PgXmmBYQgCS3P5aujJ3vK-zqCxBXIR45-RRv50v6gDQPCcm2qiO4oXCMWg5B58GlrsNal580y5rmbHe-0Qwils9r3dOdVebvvCdlP7QZpCQURBW3XCBfUbdSb5nagw8fZVQidPoKzqk7IVU0AaHgvbTdgSArI2zXgeqdOUa2aUfv8zVHLL7sP-8ic4XZmskYvg3mNCJBK_5eTCrJK4gW23NKbTAlFiHU0sDnb_14_OcM4XHviiNKQUNKeg54jpzUGsgB6e2FQpVmtkOEYEwEaGOkVOnxleKAK5K7tW8sifX2ZwfBp9YPmh3USq1DJG&refId=FGC1Ft%2BzW8sXceeCf9lEyg%3D%3D&trackingId=SfYPBQLvhAreuuIY2WF%2BCg%3D%3D&trk=flagship3_search_srp_jobs,Cloudifyapps,Greater Kolkata Area (On-site),Actively recruiting,"About the job
Company Description
Cloudifyapps is a full-stack IT services and custom software development company located in Kolkata, India. We specialize developing custom software solutions for MSME and Startups. Our goal is to streamline business operations and help our clients achieve robust financial growth through pioneering technology.
Role Description
This is a full-time on-site role for a Python Fast API Developer responsible for implementing and maintaining APIs for our various development projects. The developer will be responsible for creating, testing, and debugging the APIs, as well as working with databases and integrating with various front-end frameworks and libraries.
Qualifications
Strong skills in back-end web development, software development, and programming
Expertise in object-oriented programming (OOP)
Experience in working with databases and integrating with front-end frameworks and libraries
Strong problem-solving skills and attention to detail
Familiarity with Agile development and software engineering principles
Excellent communication and team collaboration skills
Relevant skills and qualifications that would be beneficial include experience in Python FastAPI, Djang RESTful API, and DevOps."
3837547659,Cloud Python Developer,https://www.linkedin.com/jobs/view/3837547659/?eBP=CwEAAAGOFEc4N9_YWMOEqt7GTvq2n_Ptrj5gSwRbPeSdDE2CbBg0aYH9fe-ZSkqZERRO9H7G1LvPswg5N7430IkiWy4sc5I91x-cZlt9gwhOeHqppAkegnOfHeO5SRWHCyx-4u_hLHaSYmxqIp8KxqTY6URXcVQH6jWIcvzWfwGRY79fqr3hQAsNvBkUaEcevW9H5aN72-ynw80VWxmOSpAw1oZp194yfqF0ygYPbmFZbxGSIQm6gvDDNJmDg973MGmkTeqC6nazAYCr4g1XUPxH7TE2-C3F2v2R_c7SkwEHMaTpgYwh-fxoBD0KEHqR8MvDqMz54nCMNv70iZSgP9Mafk5lWtaQ5oBQUQObPU9hcjq-_SaAMOWXLLyIvIRmyrVuU0D6Bk6xeTS5cxZn03W2ceGwh31a_GMklPu_O8AcOtsHyxjRnq3qma2yG-Y&refId=FGC1Ft%2BzW8sXceeCf9lEyg%3D%3D&trackingId=6SrTnxojvOJI4LaKmhPdHg%3D%3D&trk=flagship3_search_srp_jobs,CleanKoding,"Bengaluru, Karnataka, India (On-site)",Your profile matches this job,not found
3747435017,"Software Engineer, Search",https://www.linkedin.com/jobs/view/3747435017/?eBP=CwEAAAGOFEc4N1p7lwzkYwDEzK8liykqVML22-voB2MX-anqlr8Hgc72PCkRDKqpC051DrqSP8eABcjrypOsctPApEQuWRG7wkCpp129r8CwHCR7sKNoFtZ5doFRnZ3qEypx0FDZmzrWjrkncI8Md_jVmB9JOzleN558a6gH_qByPmzCdFMrluI7IGGkZgMVFKVZLLBTIHWQISpNx18BBRbvn2OIZQSRhSHl7BDvux_1CyWBmeEueUIQ6v7V_buhS6sYp5EHQlQCFWRXZGIcqk6fADudIe9RoFnh782Z-JaK41OAZJfXgfVolmUTwKMk9YV7LIuaT1KFmBrlSN7QNMxL6jT80qCpJcLRNbTCyQtbRgoWqFKfkxT52wdFclH5f-QlO5F8rzcEDvRO-Gy3oEkIfIGpn0KZEg&refId=FGC1Ft%2BzW8sXceeCf9lEyg%3D%3D&trackingId=pqj3sYKbemRLhNGlcHVUog%3D%3D&trk=flagship3_search_srp_jobs,Google,"Bengaluru, Karnataka, India (On-site)",12 connections work here,"About the job
Minimum qualifications:
Bachelor’s degree or equivalent practical experience.
1 year of experience with software development in one or more programming languages (e.g., Python, C, C++, Java, JavaScript).
Preferred qualifications:
Master's degree or PhD in Computer Science or related technical field.
Experience developing accessible technologies.
About The Job
Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
In Google Search, we're reimagining what it means to search for information – any way and anywhere. To do that, we need to solve complex engineering challenges and expand our infrastructure, while maintaining a universally accessible and useful experience that people around the world rely on. In joining the Search team, you'll have an opportunity to make an impact on billions of people globally.
Responsibilities
Write product or system development code.
Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies.
Review code developed by other developers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).
Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback.
Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form ."
3774226400,Backend Engineer (India),https://www.linkedin.com/jobs/view/3774226400/?eBP=CwEAAAGOFEc4OE3Gh02Apw00KhmMI6dmBuKAiEPxECtccvc9JOIca0wMPp6K2VBa2VTeaJRnfCy_ujw_XKm5oyLDBvYzgfnzAtgZBDQSYp89WiU5Osn2XakREA1-PmQhef4qi5PSBZpCvTnP6NBjA8qo1gmqb5CVxpdXgkp9scBvp4NzmDft8xScoronGtRorQANWgwk-R2uTiGXJX3_QfI6jI1DnnhOEg1oFg7XBzHyVM1dRUnR-ibw2mbhFU3xjLZ24A8_WVo25HQ3Oc13hY8GqGvfOlox7D_KUHq4swCJJtZhm7DnbDsi-zRbnTnmJyEd7izKALMZX0TK2Y0mJBjDuEug5PsHOsFkWIMsCo2iOT7o-LjRuUyUaKZ4Sy0M8XxOr4vJWEkcK1n08h3da4O2QzqBK-Rzu4Tj&refId=FGC1Ft%2BzW8sXceeCf9lEyg%3D%3D&trackingId=iSsa5XIs2JR5j211ZRb2XQ%3D%3D&trk=flagship3_search_srp_jobs,Onehouse,"Bengaluru, Karnataka, India (Hybrid)",Actively recruiting,"About the job
About Onehouse
Onehouse is a mission-driven company dedicated to freeing data from data platform lock-in. We deliver the industry’s most interoperable data lakehouse through a cloud-native managed service built on Apache Hudi. Onehouse enables organizations to ingest data at scale with minute-level freshness, centrally store it, and make available to any downstream query engine and use case (from traditional analytics to real-time AI / ML).
We are a team of self-driven, inspired, and seasoned builders that have created large-scale data systems and globally distributed platforms that sit at the heart of some of the largest enterprises out there including Uber, Snowflake, AWS, Linkedin, Confluent and many more. Riding off $33M total funding and a fresh Series A backed by Greylock/Addition, we are quickly expanding and looking for rising talent to grow with us and become future leaders of the team. Come help us build the world's best fully managed and self-optimizing data lake platform!
The Community You Will Join
When you join Onehouse, you're joining a team of passionate professionals tackling the deeply technical challenges of building a 2-sided engineering product. Our engineering team serves as the bridge between the worlds of open source and enterprise: contributing directly to and growing Apache Hudi (already used at scale by global enterprises like Uber, Amazon, ByteDance etc) and concurrently defining a new industry category - the transactional data lake. The Cloud Infrastructure team is the glue that binds all of this together. We enable our data platform and infrastructure teams to be successful by acting as the foundation of a truly cloud native product.
The Impact You Will Drive:
As a backend engineer at Onehouse, you will get to build highly scalable and extremely reliable platform services, solving deep technical challenges across all of these areas. These distributed systems will be critical to supporting our multi region cloud microservices at scale.
A Typical Day:
Collaborate with the team to implement new APIs, database/caching abstractions and services, to support user-facing products, external partner integrations or infrastructure tooling/monitoring systems.
Exhibit full ownership of product features, including design and implementation, from concept to completion.
Be passionate about designing for future scale and high availability, while possessing a deep understanding of common failure patterns and their remediations.
Uphold a high engineering bar around the code, monitoring, operations, automated testing, release management of the platform.
What You Bring to the Table:
6+ years of experience as a backend engineer with experience developing and operating microservices in a distributed environment.
Experience with Kubernetes, gRPC and Java.
Experience deploying applications on one or more global cloud platforms (AWS/GCP/Azure).
Operational excellence in monitoring/deploying/testing microservice architectures.
Great problem-solving skills, a keen eye for details
Quick decision making, self-driven and able to balance to feature development and tech debt
Clear communication skills
Nice to haves (but not required):
Experience with Go.
Experience with Firebase or equivalent DB.
Experience working on a SaaS product.
How We'll Take Care Of You
Equity Compensation; our success is your success with eligible participation in our company equity plan
Health & Well-being; we'll invest in your physical and mental well-being by reimbursing up to 20,000 INR for your monthly insurance premium
Financial Future; we'll invest in your financial well-being by making this role eligible for the provident fund of which Onehouse will contribute up to 1800 INR/month
Location; we are a remote-friendly company (internationally distributed across N. America + India), though some roles will be subject to in-person requirements in alignment with the needs of the business
Generous Time Off; unlimited PTO (mandatory 1 week/year minimum), uncapped sick days and 17 paid company holidays
Food & Meal Allowance; weekly lunch stipend, in-office snacks/drinks
Equipment; we'll provide you with the equipment you need to be successful and a one-time $500 (USD) stipend for your initial office/desk setup
Child Bonding!; 26 weeks off for birthing and 12 weeks for surrogate and adoptive parents - fully paid so you can focus your energy on your newest addition
House Values
One Team
Optimize for the company, your team, self - in that order. We may fight long and hard in the trenches, take care of your co-workers with empathy. We give more than we take to build the one house, that everyone dreams of being part of.
Tough & Persevering
We are building our company in a very large, fast-growing but highly competitive space. Life will get tough sometimes. We take hardships in the stride, be positive, focus all energy on the path forward and develop a champion's mindset to overcome odds. Always day one!
Keep Making It Better Always
Rome was not built in a day; If we can get 1% better each day for one year, we'll end up thirty-seven times better. This means being organized, communicating promptly, taking even small tasks seriously, tracking all small ideas, and paying it forward.
Think Big, Act Fast
We have tremendous scope for innovation, but we will still be judged by impact over time. Big, bold ideas still need to be strategized against priorities, broken down, set in rapid motion, measure, refine, repeat. Great execution is what separates promising companies from proven unicorns.
Be Customer Obsessed
Everyone has the responsibility to drive towards the best experience for the customer, be an OSS user or a paid customer. If something is broken, own it, say something, do something; never ignore. Be the change that you want to see in the company."
3809344956,Software Engineer,https://www.linkedin.com/jobs/view/3809344956/?eBP=CwEAAAGOFEc4OMiVZm1HxZc6B3XH8Fg9tKqYZW74RP9RK-HloxpXRLbi4eJWvmo_VI9u8KvW32f-z6DgOfmO_9Yozks7Q0W0KKGXdJaCs5ryfwN297NYoY_d-zGnXe_kWsUcycNYXbKFcq2oOh3sw0BrrYwgCZHu5TEUl-mZ0MppEi1APAMQNqEX-rPcohkmiRoGm34P8R5AeKJrfeb3l66X85pL6IRXT9vRpxmPmPPiBaS7eVzXUjStvKOlLs7s6pVnXtqfzT9UHjJRDcAzyyfBkGvAqgcg0awg7y1fBqYRW0uK7PLS44vJq7AO0ALbrG_u1hjwNqLPRgKpB13Jsufs7RH19etf0H0S7JnzyS5NZT0IdJzJY1anAETt&refId=FGC1Ft%2BzW8sXceeCf9lEyg%3D%3D&trackingId=mbkg7IvYJDCIamn0WvqVjA%3D%3D&trk=flagship3_search_srp_jobs,Volvo Cars,"Bengaluru, Karnataka, India",Actively recruiting,"About the job
We’re creating our own future
At Volvo Cars, we are making bold digital visions come true. We aim to be the leader in the automotive world by creating a digital ecosystem built around making our customers' lives less complicated. What we all have in common at Volvo Cars is our passion for protecting lives, our endless curiosity, and our dedication to create a new future for the automotive industry. Our human centric focus is what separates us from all other car companies.
What We Offer
This role is part of the QC cluster, Quality & Compliance, within Engineering Digital, which provides competence to Products Areas, Clusters and Teams to succeed in delivering digital capabilities to Volvo Cars Engineering. This position provides opportunity to mentor developers to build quality products, contribute to multiple domains and be part of technology selection/solution architecture. The Product Development Support team (PD Support) is a key enabler to provide applications and digital capabilities to our company to help our engineers in all our car development projects. The vision is to enable transparency, collaborative decision-making, and problem-solving across the company.
Main Responsibilities
Act as Software Engineer to build applications and digital capabilities with willingness to self-learning and long-term commitment. Interact with Product teams, architects, and platform experts to deliver user stories on timely basis with world class quality.
Do you fit the profile?
We are looking for a creative and driven Software Engineer with some years of experience in building cloud-native web applications using React, .NET Core and Azure cloud. Domain Design, API-Design and Cloud Architecture is merited.
B.E, MCA, BSc, MSc, or equivalent training in Computer Science or other relevant subject area
Experience – 2 to 6 years of Industry Experience and 2 or more relevant experience
Support and develop products utilizing Volvo Cars standards, best practices, and software development tools
Strong experience in building layered applications using best practice in coding standards, testing, building pipelines and debugging skills.
Good working knowledge in Cloud based development.
Ability to understand Data modeling techniques using Data mart or Dimensional modeling.
Primary Technology Skills (Must -have)
Strong experience in .NET Core (C#)
Strong experience in Front End development using React (Typescript)
Strong experience in SQL programming and debugging skills
Experience with web development (backend and frontend) and MS Azure cloud.
Experience in designing enterprise applications.
Integrating data from various back-end services and databases.
Writing well designed, testable, efficient code by using best software development practices.
Experience in agile methodologies (DevOps, project management, organizing backlog and tasks).
Secondary Technology Skills
Experience in creating CI/CD pipelines
Experience in A/B testing and Service Mesh principles
Experience in test driven development and test automation
Good understanding on Data governance and master data management
Strong working experience in one of the ETL tools like MS Azure ADF
Behaviors
Embracing an agile mindset including DevOps
Customer-Centricity and Design Thinking
Good social and communication skills.
Being curious, a quick learner and having a structured and analytical mind-set
Being willing to innovate and take on new challenges.
Being result oriented and striving for improvements.
Positive attitude and being motivating and energizing.
Copes with change and decides well without having the total picture.
Who are we?
Everything we do starts with people. Our purpose is to provide freedom to move, in a personal, sustainable and safe way. We are committed to simplifying our customers’ lives by offering better technology solutions that improve their impact on the world and bringing the most advanced mobility innovations to protect them, their loved ones and the people around them.
Volvo Cars’ continued success is the result of a collaborative, diverse, and inclusive working environment. The people of Volvo Cars are committed to making a difference in our world. Today, we are one of the most well-known and respected car brands, with over 40,000 employees across the globe. We believe in bringing out the best in each other and harnessing the true power of people. At Volvo Cars your career is designed around your talents and aspirations so you can reach your full potential. Join us on a journey of a lifetime as we create safety, autonomous driving and electrification technologies of tomorrow."
3840141729,Python Developer,https://www.linkedin.com/jobs/view/3840141729/?eBP=CwEAAAGOFEc4OGcYc8xPUJ1-93g4JdvJIvvdciQnWxcOfyvNIJk1LX9DLc18WMgB0GIGzBL_B0Nrb2uxSbfzJ3BvZBWII5-NrwNpkSF9CK3icArDk4T5uury931nG1UxtpC8tqT3jjzRS64p4crVqpoB9OSkzaG1aey5Vh_QH4Blg7LRcpu284HqErbRK_NQU8LWsNftdmv57qvHQ9ZSlmj50CkJSP_RXBrI0FPYUP8pLut2Ms5WJc6QjqKOBJX-5GA6RZ8mNSzNebDwD5YNEfIINuiB3dQoGtp2vdXQeWnlBUC_eMEOHwIZ23Tw1_85L1W1SS_PejmtvyQ1RolWOeDiGdSHBaIdH4OFputUNrpdhBFubIkpdFXeKA&refId=FGC1Ft%2BzW8sXceeCf9lEyg%3D%3D&trackingId=gMUC6oyiMUcf9Lm%2FmxZoFA%3D%3D&trk=flagship3_search_srp_jobs,SmartBots AI,"Hyderabad, Telangana, India (On-site)",,"About the job
Job Description:
We are looking for an experienced Backend Developer with a strong background in Python and SQL to join our team. As a Backend Developer, you will be responsible for designing, developing, and maintaining the server-side logic. The ideal candidate should have a deep understanding of Python and SQL programming language and backend development principles. If you are passionate about building scalable and user-friendly applications, we would love to hear from you.
Roles & Responsibilities:
Collaborate with cross-functional teams, including architect, frontend developers, and product managers, to develop robust and scalable applications.
Design, develop, and maintain server-side logic using Python and SQL programming language
Create efficient and optimized database schemas and write complex SQL queries to interact with relational databases.
Develop RESTful APIs to enable seamless communication between frontend and backend systems
Implement data security and authentication measures to protect sensitive information.
Optimize the performance of backend systems and databases to ensure fast response times and efficient data processing
Troubleshoot and debug backend issues, identify and implement effective solutions.
Job Requirements:
3-4 years of professional experience as a Backend Developer with strong proficiency in Python and SQL programming language.
Hands-on experience with AWS platform.
Hands-on knowledge Flask framework.
Experience working with relational databases (e.g., MySQL, PostgreSQL)
Solid understanding of backend development principles and best practices.
Excellent understanding of software development lifecycle and agile methodologies.
Experience with GIT platform."
